ACCESS_label,HHLANP_label,HINCP,NRC,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,64200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,64200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,23000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,23000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,23000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,77400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,19200,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,17500,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,17500,0,2
"Yes, by paying a cell phone company or Internet service provider",Chamorro,14000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,46000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,46000,0,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,41200,2,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,41200,2,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,41200,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,127000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,127000,0,2
"Yes, by paying a cell phone company or Internet service provider",Japanese,75000,0,2
"Yes, by paying a cell phone company or Internet service provider",Japanese,75000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,254910,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,254910,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,254910,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,254910,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,294800,0,4
