ACCESS_label,HHLANP_label,HINCP,FS,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,87100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,43200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,43200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,63000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,63000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,6300,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,39500,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,40800,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,40800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,78800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,78800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,137000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,137000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,14000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,3000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,3000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,245400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,245400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,62000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,141200,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,141200,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,141200,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,141200,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,141200,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,141200,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,141200,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,108400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,108400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,108400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,6570,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,6570,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,6570,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,6570,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,6570,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,430000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,430000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,430000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,430000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,31700,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,80100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,80100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,52000,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,18300,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,18300,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,17820,1,2
"No access to the Internet at this house, apartment, or mobile home",English only household,17820,1,2
"No access to the Internet at this house, apartment, or mobile home",English only household,18200,2,1
"Yes, by paying a cell phone company or Internet service provider",French,109050,2,3
"Yes, by paying a cell phone company or Internet service provider",French,109050,2,3
"Yes, by paying a cell phone company or Internet service provider",French,109050,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,1200,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,14000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,72100,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,72100,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,72100,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,23800,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,23800,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,4320,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,15700,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,116400,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,116400,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,116400,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,116400,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,4800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,4800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,43500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,43500,2,2
"Yes, without paying a cell phone company or Internet service provider",English only household,99300,2,2
"Yes, without paying a cell phone company or Internet service provider",English only household,99300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,15000,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,128400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,128400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,128400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,26000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,8920,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,67000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,67000,2,2
"Yes, by paying a cell phone company or Internet service provider",French,27000,2,2
"Yes, by paying a cell phone company or Internet service provider",French,27000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,24400,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,146500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,146500,2,2
"Yes, by paying a cell phone company or Internet service provider",Chinese,24000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,148000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,148000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,148000,2,3
"Yes, without paying a cell phone company or Internet service provider",English only household,76000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,85400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,135100,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,135100,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,135100,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,135100,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,205000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,44000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,44000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,54760,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,54760,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,130000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,130000,2,2
"Yes, without paying a cell phone company or Internet service provider",English only household,17000,1,2
"Yes, without paying a cell phone company or Internet service provider",English only household,17000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42800,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42800,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,121000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,121000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,121000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,121000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,80000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,80000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,80000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,5500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,5500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,5500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,58750,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,58750,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,58750,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,28900,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,211300,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,211300,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,211300,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,211300,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,211300,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,211300,2,6
"No access to the Internet at this house, apartment, or mobile home",English only household,120000,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,120000,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,120000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,39000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,39000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,39000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,39000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,120000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,120000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,1100,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,51150,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,51150,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,51400,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,51400,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,51400,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,146600,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,146600,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,146600,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,21700,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,145600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,145600,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,53200,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,1700,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,28100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,28100,2,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,40700,2,4
"Yes, by paying a cell phone company or Internet service provider",Spanish,40700,2,4
"Yes, by paying a cell phone company or Internet service provider",Spanish,40700,2,4
"Yes, by paying a cell phone company or Internet service provider",Spanish,40700,2,4
"Yes, by paying a cell phone company or Internet service provider",Other Native North American languages,9200,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,32700,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,26600,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,9300,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,174500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,174500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,174500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,174500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,58900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,58900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,44100,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,0,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,0,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,62000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,24300,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,24300,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,24300,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,24300,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,104500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,104500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,12260,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,7000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,207000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,207000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,252500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,252500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50200,2,2
"Yes, by paying a cell phone company or Internet service provider",French,97600,2,4
"Yes, by paying a cell phone company or Internet service provider",French,97600,2,4
"Yes, by paying a cell phone company or Internet service provider",French,97600,2,4
"Yes, by paying a cell phone company or Internet service provider",French,97600,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,142200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,142200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,142200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,142200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,52800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,52800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,119900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,119900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,86300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,86300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,102400,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,102400,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,102400,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,102400,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,23100,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,23100,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,23100,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,23100,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,23100,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,32400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,127200,1,10
"Yes, by paying a cell phone company or Internet service provider",English only household,127200,1,10
"Yes, by paying a cell phone company or Internet service provider",English only household,127200,1,10
"Yes, by paying a cell phone company or Internet service provider",English only household,127200,1,10
"Yes, by paying a cell phone company or Internet service provider",English only household,127200,1,10
"Yes, by paying a cell phone company or Internet service provider",English only household,127200,1,10
"Yes, by paying a cell phone company or Internet service provider",English only household,127200,1,10
"Yes, by paying a cell phone company or Internet service provider",English only household,127200,1,10
"Yes, by paying a cell phone company or Internet service provider",English only household,127200,1,10
"Yes, by paying a cell phone company or Internet service provider",English only household,127200,1,10
"Yes, by paying a cell phone company or Internet service provider",English only household,9120,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,105300,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,105300,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,105300,2,3
"Yes, without paying a cell phone company or Internet service provider",English only household,19200,1,3
"Yes, without paying a cell phone company or Internet service provider",English only household,19200,1,3
"Yes, without paying a cell phone company or Internet service provider",English only household,19200,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,57700,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,117000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,117000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,59700,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,59700,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,59700,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,59700,1,4
"No access to the Internet at this house, apartment, or mobile home",English only household,9900,1,3
"No access to the Internet at this house, apartment, or mobile home",English only household,9900,1,3
"No access to the Internet at this house, apartment, or mobile home",English only household,9900,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,31620,2,1
"Yes, by paying a cell phone company or Internet service provider",French,79900,2,2
"Yes, by paying a cell phone company or Internet service provider",French,79900,2,2
"Yes, by paying a cell phone company or Internet service provider",French,670,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,33000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,33000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45600,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,30600,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,67000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,56800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56800,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,0,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,145000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,145000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,0,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,148300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,148300,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,35980,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,35980,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,47800,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,47800,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,47800,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,47800,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,47800,2,5
"No access to the Internet at this house, apartment, or mobile home",English only household,79840,1,2
"No access to the Internet at this house, apartment, or mobile home",English only household,79840,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,14900,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,145990,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,145990,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,145990,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,145990,2,4
"Yes, by paying a cell phone company or Internet service provider",French,135000,2,2
"Yes, by paying a cell phone company or Internet service provider",French,135000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,10000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,200000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,200000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,200000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,67600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,67600,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,6600,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,9200,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,26560,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26560,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,100680,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,100680,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,138400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,138400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,2,5
"No access to the Internet at this house, apartment, or mobile home",English only household,9200,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,37000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,37000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,113000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,113000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,113000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,113000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,9000,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,121000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,121000,2,2
"Yes, without paying a cell phone company or Internet service provider",English only household,22000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,92500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,92500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,104100,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,104100,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,104100,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,104100,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,104100,2,5
"Yes, by paying a cell phone company or Internet service provider",Pennsylvania German,49600,2,2
"Yes, by paying a cell phone company or Internet service provider",Pennsylvania German,49600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,34800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,120800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,120800,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,20000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,49400,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,101600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,101600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,60700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,60700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,10100,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,61490,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,61490,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,68200,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,68000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,32000,2,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,32000,2,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,32000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,42900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,25800,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,11900,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,11900,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,34010,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34010,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34010,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34010,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,96000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,96000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,11900,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,45450,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45450,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,86500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,86500,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,43000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,24000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,122220,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,122220,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,122220,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,122220,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,91200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,91200,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,13900,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,150000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,150000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,49900,2,1
"No access to the Internet at this house, apartment, or mobile home",French,28300,2,2
"No access to the Internet at this house, apartment, or mobile home",French,28300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,80700,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,80700,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,80700,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,23400,1,2
"No access to the Internet at this house, apartment, or mobile home",English only household,23400,1,2
